date,county,state,fips,cases,deaths
2020-04-02,Sumner,Tennessee,47165,268,7
2020-04-02,Tipton,Tennessee,47167,24,0
2020-04-02,Trousdale,Tennessee,47169,6,1
2020-04-02,Unicoi,Tennessee,47171,1,0
2020-04-02,Union,Tennessee,47173,1,0
2020-04-02,Unknown,Tennessee,NA,103,0
2020-04-02,Warren,Tennessee,47177,1,0
2020-04-02,Washington,Tennessee,47179,21,0
2020-04-02,Wayne,Tennessee,47181,2,0
2020-04-02,Weakley,Tennessee,47183,1,0
2020-04-02,White,Tennessee,47185,2,0
2020-04-02,Williamson,Tennessee,47187,199,3
2020-04-02,Wilson,Tennessee,47189,62,0
2020-04-03,Anderson,Tennessee,47001,10,0
2020-04-03,Bedford,Tennessee,47003,6,0
2020-04-03,Benton,Tennessee,47005,4,0
2020-04-03,Bledsoe,Tennessee,47007,2,0
2020-04-03,Blount,Tennessee,47009,33,0
2020-04-03,Bradley,Tennessee,47011,21,0
2020-04-03,Campbell,Tennessee,47013,4,0
2020-04-03,Cannon,Tennessee,47015,4,0
2020-04-03,Carroll,Tennessee,47017,6,0
2020-04-03,Carter,Tennessee,47019,3,0
2020-04-03,Cheatham,Tennessee,47021,11,0
2020-04-03,Chester,Tennessee,47023,5,0
2020-04-03,Claiborne,Tennessee,47025,2,0
2020-04-03,Clay,Tennessee,47027,1,0
2020-04-03,Cocke,Tennessee,47029,1,0
2020-04-03,Coffee,Tennessee,47031,3,0
2020-04-03,Cumberland,Tennessee,47035,22,0
2020-04-03,Davidson,Tennessee,47037,808,6
2020-04-03,DeKalb,Tennessee,47041,5,0
2020-04-03,Dickson,Tennessee,47043,21,0
2020-04-03,Dyer,Tennessee,47045,5,0
2020-04-03,Fayette,Tennessee,47047,17,0
2020-04-03,Fentress,Tennessee,47049,1,0
2020-04-03,Franklin,Tennessee,47051,12,1
2020-04-03,Gibson,Tennessee,47053,7,0
2020-04-03,Giles,Tennessee,47055,3,0
2020-04-03,Grainger,Tennessee,47057,3,0
2020-04-03,Greene,Tennessee,47059,16,1
2020-04-03,Grundy,Tennessee,47061,11,0
2020-04-03,Hamblen,Tennessee,47063,3,0
2020-04-03,Hamilton,Tennessee,47065,67,3
2020-04-03,Hardeman,Tennessee,47069,5,0
2020-04-03,Hardin,Tennessee,47071,2,0
2020-04-03,Hawkins,Tennessee,47073,8,1
2020-04-03,Haywood,Tennessee,47075,2,0
2020-04-03,Henry,Tennessee,47079,4,0
2020-04-03,Hickman,Tennessee,47081,1,0
2020-04-03,Houston,Tennessee,47083,1,0
2020-04-03,Humphreys,Tennessee,47085,3,0
2020-04-03,Jackson,Tennessee,47087,3,0
2020-04-03,Jefferson,Tennessee,47089,6,0
2020-04-03,Johnson,Tennessee,47091,2,0
2020-04-03,Knox,Tennessee,47093,98,1
2020-04-03,Lauderdale,Tennessee,47097,2,0
2020-04-03,Lawrence,Tennessee,47099,3,0
2020-04-03,Lewis,Tennessee,47101,2,0
2020-04-03,Lincoln,Tennessee,47103,4,0
2020-04-03,Loudon,Tennessee,47105,12,0
2020-04-03,Macon,Tennessee,47111,7,0
2020-04-03,Madison,Tennessee,47113,17,0
2020-04-03,Marion,Tennessee,47115,14,1
2020-04-03,Marshall,Tennessee,47117,4,0
2020-04-03,Maury,Tennessee,47119,20,0
2020-04-03,McMinn,Tennessee,47107,3,0
2020-04-03,McNairy,Tennessee,47109,3,0
2020-04-03,Meigs,Tennessee,47121,2,0
2020-04-03,Monroe,Tennessee,47123,5,0
2020-04-03,Montgomery,Tennessee,47125,41,0
2020-04-03,Morgan,Tennessee,47129,2,0
2020-04-03,Obion,Tennessee,47131,2,1
2020-04-03,Overton,Tennessee,47133,2,0
2020-04-03,Perry,Tennessee,47135,2,0
2020-04-03,Polk,Tennessee,47139,2,0
2020-04-03,Putnam,Tennessee,47141,81,0
2020-04-03,Roane,Tennessee,47145,3,0
2020-04-03,Robertson,Tennessee,47147,51,0
2020-04-03,Rutherford,Tennessee,47149,127,3
2020-04-03,Scott,Tennessee,47151,3,0
2020-04-03,Sequatchie,Tennessee,47153,2,0
2020-04-03,Sevier,Tennessee,47155,13,0
2020-04-03,Shelby,Tennessee,47157,640,7
2020-04-03,Smith,Tennessee,47159,3,0
2020-04-03,Sullivan,Tennessee,47163,18,1
2020-04-03,Sumner,Tennessee,47165,283,8
2020-04-03,Tipton,Tennessee,47167,28,0
2020-04-03,Trousdale,Tennessee,47169,7,1
2020-04-03,Unicoi,Tennessee,47171,1,0
2020-04-03,Union,Tennessee,47173,1,0
2020-04-03,Unknown,Tennessee,NA,80,0
2020-04-03,Warren,Tennessee,47177,1,0
2020-04-03,Washington,Tennessee,47179,20,0
2020-04-03,Wayne,Tennessee,47181,2,0
2020-04-03,Weakley,Tennessee,47183,1,0
2020-04-03,White,Tennessee,47185,2,0
2020-04-03,Williamson,Tennessee,47187,221,3
2020-04-03,Wilson,Tennessee,47189,71,0
